0,Numbers
372.1446077857545,100
373.82850925796083,101
377.03605113649064,102
381.04602303344655,103
385.46038469467385,104
390.028985352772,105
394.57793954458975,106
398.9807411111651,107
403.1465607373757,108
407.01486452856625,109
410.5533781810718,110
413.7547983346012,111
416.6339310217136,112
419.2240328693879,113
421.5719849018715,114
423.73342363381926,115
425.7682423142469,116
427.735351868856,117
429.68983358608057,118
431.67939421121446,119
433.742187751237,120
435.9064453239989,121
438.1900338245596,122
440.60123893652417,123
443.14004642332293,124
445.7998220434438,125
448.56879215368826,126
451.4322219043461,127
454.3737677133231,128
457.3769578693973,129
